 SOUID,    DATE,   RR, Q_RR
107650,19851016,    0,    0
107650,19851017,    0,    0
107650,19851018,    0,    0
107650,19851019,    0,    0
107650,19851020,    0,    0
107650,19851021,    0,    0
107650,19851022,    0,    0
107650,19851023,    0,    0
107650,19851024,    0,    0
107650,19851025,    0,    0
107650,19851026,    0,    0
107650,19851027,    0,    0
107650,19851028,    0,    0
107650,19851029,    0,    0
107650,19851030,    0,    0
107650,19851031,   14,    0
107650,19851101,    7,    0
107650,19851102,    0,    0
107650,19851103,    0,    0
107650,19851104,    3,    0
107650,19851105,    0,    0
107650,19851106,    0,    0
107650,19851107,   17,    0
107650,19851108,   18,    0
107650,19851109,   12,    0
107650,19851110,    0,    0
107650,19851111,    2,    0
107650,19851112,    0,    0
107650,19851113,    0,    0
107650,19851114,   74,    0
107650,19851115,    0,    0
107650,19851116,  108,    0
107650,19851117,    0,    0
107650,19851118,    0,    0
107650,19851119,    1,    0
107650,19851120,    1,    0
107650,19851121,    1,    0
107650,19851122,    0,    0
107650,19851123,    2,    0
107650,19851124,    0,    0
107650,19851125,    0,    0
107650,19851126,    0,    0
107650,19851127,    0,    0
107650,19851128,    0,    0
107650,19851129,   53,    0
107650,19851130,    1,    0
107650,19851201,   36,    0
107650,19851202,   32,    0
107650,19851203,   14,    0
107650,19851204,   96,    0
107650,19851205,   54,    0
107650,19851206,   93,    0
107650,19851207,    8,    0
107650,19851208,    0,    0
107650,19851209,    0,    0
107650,19851210,   18,    0
107650,19851211,    0,    0
107650,19851212,    0,    0
107650,19851213,    1,    0
107650,19851214,    0,    0
107650,19851215,    0,    0
107650,19851216,    0,    0
107650,19851217,   31,    0
107650,19851218,    0,    0
107650,19851219,    4,    0
107650,19851220,    1,    0
107650,19851221,   15,    0
107650,19851222,   28,    0
107650,19851223,   52,    0
107650,19851224,   20,    0
107650,19851225,  257,    0
107650,19851226,   45,    0
107650,19851227,    0,    0
107650,19851228,    0,    0
107650,19851229,    0,    0
107650,19851230,    0,    0
107650,19851231,    0,    0
107650,19860101,  118,    0
107650,19860102,  243,    0
107650,19860103,    0,    0
107650,19860104,   56,    0
107650,19860105,    0,    0
107650,19860106,    0,    0
107650,19860107,  169,    0
107650,19860108,   17,    0
107650,19860109,   21,    0
107650,19860110,    6,    0
107650,19860111,    4,    0
107650,19860112,    0,    0
107650,19860113,    1,    0
107650,19860114,    2,    0
107650,19860115,    1,    0
107650,19860116,    1,    0
107650,19860117,   12,    0
107650,19860118,    4,    0
107650,19860119,    9,    0
107650,19860120,   44,    0
107650,19860121,   21,    0
107650,19860122,   57,    0
107650,19860123,    1,    0
107650,19860124,    0,    0
107650,19860125,    0,    0
107650,19860126,    0,    0
107650,19860127,   97,    0
107650,19860128,   67,    0
107650,19860129,   98,    0
107650,19860130,    0,    0
107650,19860131,    7,    0
107650,19860201,   22,    0
107650,19860202,   38,    0
107650,19860203,    0,    0
107650,19860204,    0,    0
107650,19860205,   57,    0
107650,19860206,    7,    0
107650,19860207,    1,    0
107650,19860208,    0,    0
107650,19860209,    0,    0
107650,19860210,    0,    0
107650,19860211,    0,    0
107650,19860212,    0,    0
107650,19860213,    0,    0
107650,19860214,    0,    0
107650,19860215,    0,    0
107650,19860216,    0,    0
107650,19860217,    0,    0
107650,19860218,    0,    0
107650,19860219,    0,    0
107650,19860220,    0,    0
107650,19860221,    0,    0
107650,19860222,    0,    0
107650,19860223,    2,    0
107650,19860224,    0,    0
107650,19860225,    0,    0
107650,19860226,    0,    0
107650,19860227,    0,    0
107650,19860228,   18,    0
107650,19860301,    5,    0
107650,19860302,    0,    0
107650,19860303,   24,    0
107650,19860304,   49,    0
107650,19860305,    0,    0
107650,19860306,    0,    0
