 SOUID,    DATE,   SS, Q_SS
116439,19840412,  125,    0
116439,19840413,  123,    0
116439,19840414,  109,    0
116439,19840415,   49,    0
116439,19840416,   97,    0
116439,19840417,   96,    0
116439,19840418,   21,    0
116439,19840419,   63,    0
116439,19840420,   72,    0
116439,19840421,  108,    0
116439,19840422,   34,    0
116439,19840423,  125,    0
116439,19840424,  131,    0
116439,19840425,  127,    0
116439,19840426,  129,    0
116439,19840427,  133,    0
116439,19840428,  131,    0
116439,19840429,  126,    0
116439,19840430,  127,    0
116439,19840501,   94,    0
116439,19840502,   44,    0
116439,19840503,    2,    0
116439,19840504,   60,    0
116439,19840505,   48,    0
116439,19840506,    1,    0
116439,19840507,   72,    0
116439,19840508,   47,    0
116439,19840509,   92,    0
116439,19840510,   26,    0
116439,19840511,   93,    0
116439,19840512,  125,    0
116439,19840513,  102,    0
116439,19840514,    1,    0
116439,19840515,    0,    0
116439,19840516,    2,    0
116439,19840517,    1,    0
116439,19840518,   11,    0
116439,19840519,   60,    0
116439,19840520,    0,    0
116439,19840521,    5,    0
116439,19840522,    0,    0
116439,19840523,   96,    0
116439,19840524,  127,    0
116439,19840525,    0,    0
116439,19840526,    0,    0
116439,19840527,    0,    0
116439,19840528,    0,    0
116439,19840529,   89,    0
116439,19840530,  118,    0
116439,19840531,  131,    0
116439,19840601,   31,    0
116439,19840602,   89,    0
116439,19840603,   66,    0
116439,19840604,   42,    0
116439,19840605,   15,    0
116439,19840606,   60,    0
116439,19840607,   46,    0
116439,19840608,  110,    0
116439,19840609,  120,    0
116439,19840610,  114,    0
116439,19840611,   26,    0
116439,19840612,   21,    0
116439,19840613,   67,    0
116439,19840614,   79,    0
116439,19840615,  144,    0
116439,19840616,   58,    0
116439,19840617,   70,    0
116439,19840618,  138,    0
116439,19840619,   77,    0
116439,19840620,  102,    0
116439,19840621,  104,    0
116439,19840622,   25,    0
116439,19840623,   88,    0
116439,19840624,  111,    0
116439,19840625,   92,    0
116439,19840626,  148,    0
116439,19840627,  117,    0
116439,19840628,   22,    0
116439,19840629,   84,    0
116439,19840630,  104,    0
116439,19840701,   53,    0
116439,19840702,   66,    0
116439,19840703,  123,    0
116439,19840704,  117,    0
116439,19840705,  134,    0
116439,19840706,  135,    0
116439,19840707,  138,    0
116439,19840708,  119,    0
116439,19840709,   17,    0
116439,19840710,  122,    0
116439,19840711,   53,    0
116439,19840712,   16,    0
116439,19840713,   55,    0
116439,19840714,    5,    0
116439,19840715,   73,    0
116439,19840716,   97,    0
116439,19840717,   83,    0
116439,19840718,   41,    0
116439,19840719,   49,    0
116439,19840720,   26,    0
116439,19840721,   92,    0
116439,19840722,   51,    0
116439,19840723,   96,    0
116439,19840724,   61,    0
116439,19840725,    9,    0
116439,19840726,   53,    0
116439,19840727,   61,    0
116439,19840728,  139,    0
116439,19840729,  119,    0
116439,19840730,   53,    0
116439,19840731,   69,    0
116439,19840801,  119,    0
116439,19840802,   47,    0
116439,19840803,   87,    0
116439,19840804,   29,    0
116439,19840805,   43,    0
116439,19840806,   97,    0
116439,19840807,   44,    0
116439,19840808,   33,    0
116439,19840809,  104,    0
116439,19840810,   23,    0
116439,19840811,  120,    0
116439,19840812,   85,    0
116439,19840813,   43,    0
116439,19840814,   58,    0
116439,19840815,   65,    0
116439,19840816,   44,    0
116439,19840817,   62,    0
116439,19840818,   85,    0
116439,19840819,  115,    0
116439,19840820,  117,    0
116439,19840821,  110,    0
116439,19840822,   16,    0
116439,19840823,   27,    0
116439,19840824,    1,    0
116439,19840825,   67,    0
116439,19840826,   57,    0
116439,19840827,   50,    0
116439,19840828,   77,    0
116439,19840829,   53,    0
116439,19840830,   69,    0
116439,19840831,   64,    0
116439,19840901,   47,    0
116439,19840902,   71,    0
116439,19840903,   74,    0
116439,19840904,    3,    0
116439,19840905,   63,    0
116439,19840906,    8,    0
116439,19840907,   13,    0
116439,19840908,   18,    0
116439,19840909,   39,    0
116439,19840910,    8,    0
116439,19840911,   15,    0
116439,19840912,   16,    0
116439,19840913,   25,    0
116439,19840914,   28,    0
116439,19840915,   29,    0
116439,19840916,    0,    0
116439,19840917,    1,    0
116439,19840918,   54,    0
116439,19840919,   20,    0
116439,19840920,   10,    0
116439,19840921,   62,    0
116439,19840922,   54,    0
116439,19840923,   11,    0
116439,19840924,   19,    0
116439,19840925,   23,    0
116439,19840926,   90,    0
116439,19840927,    1,    0
116439,19840928,   47,    0
116439,19840929,   78,    0
116439,19840930,   54,    0
116439,19841001,   69,    0
116439,19841002,   36,    0
116439,19841003,   31,    0
116439,19841004,   66,    0
116439,19841005,    0,    0
116439,19841006,   64,    0
116439,19841007,    5,    0
116439,19841008,    7,    0
116439,19841009,    3,    0
116439,19841010,    0,    0
116439,19841011,   63,    0
116439,19841012,   63,    0
116439,19841013,    1,    0
116439,19841014,   91,    0
116439,19841015,    1,    0
116439,19841016,    0,    0
116439,19841017,    1,    0
116439,19841018,   35,    0
116439,19841019,    1,    0
116439,19841020,   82,    0
116439,19841021,   43,    0
116439,19841022,    0,    0
116439,19841023,   26,    0
116439,19841024,    0,    0
116439,19841025,   19,    0
116439,19841026,   43,    0
116439,19841027,   76,    0
116439,19841028,    0,    0
116439,19841029,    3,    0
116439,19841030,   45,    0
116439,19841031,   38,    0
116439,19841101,   73,    0
116439,19841102,   41,    0
116439,19841103,   81,    0
116439,19841104,   55,    0
116439,19841105,   10,    0
116439,19841106,    0,    0
116439,19841107,   25,    0
116439,19841108,   17,    0
116439,19841109,    5,    0
116439,19841110,   66,    0
116439,19841111,    4,    0
116439,19841112,    6,    0
116439,19841113,    0,    0
116439,19841114,    8,    0
116439,19841115,    0,    0
116439,19841116,    0,    0
116439,19841117,    0,    0
116439,19841118,   32,    0
116439,19841119,   45,    0
116439,19841120,   31,    0
116439,19841121,   43,    0
116439,19841122,    0,    0
116439,19841123,    4,    0
116439,19841124,   35,    0
116439,19841125,   27,    0
116439,19841126,   75,    0
116439,19841127,    0,    0
116439,19841128,   41,    0
116439,19841129,    1,    0
116439,19841130,   29,    0
116439,19841201,    7,    0
116439,19841202,    0,    0
116439,19841203,    0,    0
116439,19841204,    5,    0
116439,19841205,    0,    0
116439,19841206,   33,    0
116439,19841207,   45,    0
116439,19841208,    2,    0
116439,19841209,   63,    0
116439,19841210,   31,    0
116439,19841211,    0,    0
116439,19841212,   13,    0
116439,19841213,    0,    0
116439,19841214,   10,    0
116439,19841215,   34,    0
116439,19841216,    2,    0
116439,19841217,    0,    0
116439,19841218,   55,    0
116439,19841219,   13,    0
116439,19841220,    0,    0
116439,19841221,   55,    0
116439,19841222,    0,    0
116439,19841223,    0,    0
116439,19841224,    4,    0
116439,19841225,    5,    0
116439,19841226,   55,    0
116439,19841227,   44,    0
116439,19841228,    3,    0
116439,19841229,    1,    0
116439,19841230,    0,    0
116439,19841231,   13,    0
116439,19850101,   44,    0
116439,19850102,   30,    0
116439,19850103,    0,    0
116439,19850104,   10,    0
116439,19850105,   37,    0
116439,19850106,   14,    0
116439,19850107,   50,    0
116439,19850108,    0,    0
116439,19850109,    9,    0
116439,19850110,    3,    0
116439,19850111,    9,    0
116439,19850112,   22,    0
116439,19850113,    0,    0
116439,19850114,    0,    0
116439,19850115,   27,    0
116439,19850116,    0,    0
116439,19850117,   21,    0
116439,19850118,    0,    0
116439,19850119,    0,    0
116439,19850120,    0,    0
116439,19850121,    0,    0
116439,19850122,   75,    0
116439,19850123,   64,    0
116439,19850124,    1,    0
116439,19850125,    0,    0
116439,19850126,    0,    0
116439,19850127,    0,    0
116439,19850128,   29,    0
116439,19850129,    0,    0
116439,19850130,   11,    0
116439,19850131,   13,    0
116439,19850201,   23,    0
116439,19850202,   18,    0
116439,19850203,    0,    0
116439,19850204,   12,    0
116439,19850205,   33,    0
116439,19850206,    4,    0
116439,19850207,    0,    0
116439,19850208,    0,    0
116439,19850209,    0,    0
116439,19850210,   63,    0
116439,19850211,   81,    0
116439,19850212,   76,    0
116439,19850213,    1,    0
116439,19850214,   39,    0
116439,19850215,   42,    0
116439,19850216,   85,    0
116439,19850217,   56,    0
116439,19850218,   73,    0
116439,19850219,   38,    0
116439,19850220,    0,    0
116439,19850221,    0,    0
116439,19850222,    0,    0
116439,19850223,   50,    0
116439,19850224,   67,    0
116439,19850225,    0,    0
116439,19850226,   18,    0
116439,19850227,    4,    0
116439,19850228,    0,    0
116439,19850301,   20,    0
116439,19850302,   16,    0
116439,19850303,    0,    0
116439,19850304,   35,    0
116439,19850305,   92,    0
116439,19850306,   89,    0
116439,19850307,    2,    0
116439,19850308,   60,    0
116439,19850309,   17,    0
116439,19850310,   22,    0
116439,19850311,   80,    0
116439,19850312,   98,    0
116439,19850313,    0,    0
116439,19850314,   44,    0
116439,19850315,   27,    0
116439,19850316,   39,    0
116439,19850317,   22,    0
116439,19850318,  102,    0
116439,19850319,   46,    0
116439,19850320,   47,    0
116439,19850321,    0,    0
